Title,Conference,Synthetic_Labels
Intelligent Rollups in Multidimensional OLAP Data.,VLDB,VLDB
Reconfigurable clock polarity assignment for peak current reduction of clock-gated circuits.,ISCAS,ISCAS
Building a Lifestyle Recommender System.,WWW,WWW
Innovations approach to MMSE waterfilling based equalizers.,ISCAS,ISCAS
Important Issues in Distributed Data Base Management Systems.,VLDB,VLDB
Automatic colorization of grayscale images using multiple images on the web.,SIGGRAPH,WWW
Periscope/SQ: Interactive Exploration of Biological Sequence Databases.,VLDB,VLDB
Multi-Terabit/s IP Switching with Guaranteed Service for Streaming Traffic.,INFOCOM,INFOCOM
Relationship Merging in Schema Integration.,VLDB,VLDB
A technique for counting DNSSEC validators.,INFOCOM,INFOCOM
Channel allocation in non-cooperative multi-radio multi-channel wireless networks.,INFOCOM,INFOCOM
Resource Allocation for Downlink Statistical Multiuser QoS Provisionings in Cellular Wireless Networks.,INFOCOM,INFOCOM
Benchmarking Spatial Join Operations with Spatial Output.,VLDB,SIGGRAPH
Data-Sharing Relationships in the Web.,WWW,WWW
Area and Time Efficient Cellular Non-linear Networks.,ISCAS,ISCAS
Hardware accelerated rendering of antialiasing using a modified a-buffer algorithm.,SIGGRAPH,SIGGRAPH
Pulse width and position modulation for fully digital audio amplifier.,ISCAS,ISCAS
A power management architecture for fast per-core DVFS in heterogeneous MPSoCs.,ISCAS,ISCAS
End User Access to Very Large Databases in an Automated Office/Workstation Environment.,VLDB,VLDB
Two-Stage OTA Design Based on Settling-Time Constraints.,ISCAS,ISCAS
Improved Linear Light Source material reflectance scanning.,SIGGRAPH,SIGGRAPH
A one-layer recurrent neural network for constrained single-ratio linear fractional programming.,ISCAS,ISCAS
Complex Queries over Web Repositories.,VLDB,WWW
Is there life after bit error rate or before?,ISCAS,ISCAS
Towards Semantic Trajectory Data Analysis: A Conceptual and Computational Approach.,VLDB,VLDB
Complex Phenomena in SEPIC Converter Based on Sliding Mode Control.,ISCAS,ISCAS
Optimized QPSK modulator for DVB-S applications.,ISCAS,ISCAS
"VIRO: A scalable, robust and namespace independent virtual Id routing for future networks.",INFOCOM,INFOCOM
Multiobjective optimization for transistor sizing sub-threshold CMOS logic standard cells.,ISCAS,ISCAS
A tunable floating gate CMOS resistor for low-power and low-voltage applications.,ISCAS,ISCAS
Rain removal from dynamic scene based on motion segmentation.,ISCAS,SIGGRAPH
3D stacking for multi-core architectures: From WIDEIO to distributed caches.,ISCAS,WWW
Affinity rank: a new scheme for efficient web search.,WWW,VLDB
Coarse irradiance estimation using curvilinear skeleton.,SIGGRAPH,SIGGRAPH
Direction-Preserving Trajectory Simplification.,VLDB,SIGGRAPH
Throughput-Delay Tradeoffs in Large-Scale MANETs with Network Coding.,INFOCOM,INFOCOM
Towards more Informative User Interfaces.,VLDB,SIGGRAPH
A Normal Form for Abstract Syntax.,VLDB,VLDB
Multi-resolution depth-of-field rendering.,SIGGRAPH,SIGGRAPH
WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases.,VLDB,VLDB
A CMOS image sensor with focal plane SPIHT image compression.,ISCAS,ISCAS
GoGetIt!: a tool for generating structure-driven web crawlers.,WWW,WWW
Subthreshold Leakage Reduction: A Comparative Study of SCL and CMOS Design.,ISCAS,ISCAS
A baseball exploration system using spatial pattern recognition.,ISCAS,SIGGRAPH
Front Matter.,VLDB,N/A
Visual Web Information Extraction with Lixto.,VLDB,WWW
Data-driven Color Manifolds,SIGGRAPH,SIGGRAPH
SC filter for RF down conversion with wideband image rejection.,ISCAS,ISCAS
Spotter: A model based active geolocation service.,INFOCOM,INFOCOM
Linking content in unstructured sources.,WWW,VLDB
Current mode multiple-valued adder for cryptography processors.,ISCAS,ISCAS
A new construction algorithm of visual crytography for gray level images.,ISCAS,ISCAS
A 5.3GHz low-phase-noise LC VCO with harmonic filtering resistor.,ISCAS,ISCAS
Fast dynamic reranking in large graphs.,WWW,WWW
45-nm Planar bulk-CMOS 23-GHz LNAs with high-Q above-IC inductors.,ISCAS,ISCAS
Energy Efficient Scheduling with Individual Packet Delay Constraints.,INFOCOM,INFOCOM
Two birds with one stone: a graph-based framework for disambiguating and tagging people names in web search.,WWW,WWW
Cost-efficient decimal adder design in Quantum-dot cellular automata.,ISCAS,ISCAS
Power-Controlled Data Prefetching/Caching in Wireless Packet Networks.,INFOCOM,INFOCOM
"Composite Events for Active Databases: Semantics, Contexts and Detection.",VLDB,VLDB
Factal: integrating deep web based on trust and relevance.,WWW,WWW
Modeling and predicting behavioral dynamics on the web.,WWW,WWW
Modeling dynamic stability of SRAMS in the presence of single event upsets (SEUs).,ISCAS,ISCAS
Optimizing Nested Queries with Parameter Sort Orders.,VLDB,VLDB
SQL QueRIE Recommendations.,VLDB,VLDB
The emerging JPEG-2000 security (JPSEC) standard.,ISCAS,ISCAS
SlideOR: Online Opportunistic Network Coding in Wireless Mesh Networks.,INFOCOM,INFOCOM
Demonstration of latency reduction in electrical interconnections using optical fanout.,ISCAS,ISCAS
Distributed Power Control for Cognitive User Access based on Primary Link Control Feedback.,INFOCOM,INFOCOM
User-generated metadata in audio-visual collections.,WWW,VLDB
Network utilization: The flow view.,INFOCOM,INFOCOM
GPU-based audio via the VGA port.,SIGGRAPH,SIGGRAPH
Digitally-controlled RF passive attenuator in 65 nm CMOS for mobile TV tuner ICs.,ISCAS,ISCAS
Energy-Efficient Interference-Based Routing for Multi-Hop Wireless Networks.,INFOCOM,INFOCOM
Illuminating the Dark Side of Web Services.,VLDB,WWW
Adaptive Data Structures for IP Lookups.,INFOCOM,VLDB
An improved read/write scheme for anchorless NEMS-CMOS non-volatile memory.,ISCAS,ISCAS
A Survey of Tensor Methods.,ISCAS,SIGGRAPH
Optimization Based Rate Control for Multicast with Network Coding.,INFOCOM,INFOCOM
Teaching animation in computer science.,SIGGRAPH,SIGGRAPH
Compressing and searching XML data via two zips.,WWW,VLDB
Exploring the trade-off between label size and stack depth in MPLS Routing.,INFOCOM,VLDB
High quality previewing of shading and lighting for Killzone3.,SIGGRAPH,SIGGRAPH
Design methodology of multistage time-domain logic speculation circuits.,ISCAS,ISCAS
Non-uniform random membership management in peer-to-peer networks.,INFOCOM,INFOCOM
Reduced-size ultra-wideband true-time-delay beam-forming receivers.,ISCAS,ISCAS
Surface motion graphs for character animation from 3D video.,SIGGRAPH,SIGGRAPH
Efficient Processing of k Nearest Neighbor Joins using MapReduce.,VLDB,VLDB
The Entity Join.,VLDB,VLDB
Modeling/predicting the evolution trend of osn-based applications.,WWW,VLDB
Analyzing web page headings considering various presentation.,WWW,WWW
An Autonomic Intrusion Detection System Based on Behavioral Network Engineering.,INFOCOM,INFOCOM
Finite switching frequency effects in the sliding mode control of the double integrator system.,ISCAS,ISCAS
High-Dimensional OLAP: A Minimal Cubing Approach.,VLDB,VLDB
ECG Cancellation for Surface Electromyography Measurement Using Independent Component Analysis.,ISCAS,ISCAS
Extended counting ADC for 32-channel neural recording headstage for small animals.,ISCAS,ISCAS
Resource control for loss-sensitive traffic in CDMA networks.,INFOCOM,INFOCOM
DF-DICE: a scalable solution for soft error tolerant circuit design.,ISCAS,ISCAS
Co-browsing dynamic web pages.,WWW,WWW
"A rail to rail, slew-boosted pre-charge buffer.",ISCAS,ISCAS
Structural analysis of Petri nets with batch processing arcs.,ISCAS,ISCAS
An uncoded BER comparison between DFE-SCCP and OFDM using a convex analysis framework.,ISCAS,ISCAS
Routing Fairness in Chord: Analysis and Enhancement.,INFOCOM,INFOCOM
Combining classification with clustering for web person disambiguation.,WWW,WWW
Distilling Superior Peers in Large-Scale P2P Streaming Systems.,INFOCOM,VLDB
Early termination schemes for fast intra mode decision in High Efficiency Video Coding.,ISCAS,SIGGRAPH
An improved SAR controller for DLL applications.,ISCAS,ISCAS
"Full-text search in email archives using social evaluation, attached and linked resources.",WWW,WWW
A single-chip audio system with delta-sigma DAC and class-D amplifier.,ISCAS,ISCAS
Low-voltage self-oscillating class E electronic ballast for fluorescent lamps.,ISCAS,ISCAS
Robust wide range of supply-voltage operation using continuous adaptive size-ratio gates.,ISCAS,ISCAS
ZoomRDF: semantic fisheye zooming on RDF data.,WWW,WWW
Architecture and Abstractions for Environment and Traffic Aware System-Level Coordination of Wireless Networks: The Downlink Case.,INFOCOM,INFOCOM
GalaTex: a conformant implementation of the XQuery full-text language.,WWW,VLDB
Fast mode selection to reduce the encoding complexity of H.264/AVC.,ISCAS,WWW
A Pulse-based Amplifier and Data Converter for Bio-potentials.,ISCAS,ISCAS
Efficient multicasting approaches using collection-distribution networks.,INFOCOM,INFOCOM
On The Satisfiability of Dependency Constraints in Entity-Relationship Schemata.,VLDB,VLDB
Per-survivor processing Viterbi decoder for Bluetooth applications.,ISCAS,ISCAS
Joint Congestion Control and OFDMA Scheduling for Hybrid Wireline-Wireless Networks.,INFOCOM,INFOCOM
A SMIL-based Real-Time Interactive Sharing System for Distance Learning.,WWW,WWW
Mode dependent deblocking filter for video coding.,ISCAS,SIGGRAPH
Mapping channel estimation and MIMO detection in LTE-advanced on a reconfigurable cell array.,ISCAS,ISCAS
"Building Structured Web Community Portals: A Top-Down, Compositional, and Incremental Approach.",VLDB,WWW
Efficiently Linking Text Documents with Relevant Structured Information.,VLDB,VLDB
APT: Accurate outdoor pedestrian tracking with smartphones.,INFOCOM,SIGGRAPH
A Novel Low Power Hybrid Loop Filter for Continuous-time Sigma-delta Modulators.,ISCAS,ISCAS
Visualizing the Internet: putting the user in the driver's seat (panel session).,SIGGRAPH,SIGGRAPH
Towards Automated Performance Tuning for Complex Workloads.,VLDB,VLDB
A 10 Gb/s optical receiver in 0.25 &micro;m silicon-on-sapphire CMOS.,ISCAS,INFOCOM
An Integrated Switching Power Converter with a Hybrid Pulse-Train/PWM Control.,ISCAS,ISCAS
Oracle8i Index-Organized Table and Its Application to New Domains.,VLDB,VLDB
On the Timing Uncertainty in Delay-Line-based Time Measurement Applications Targeting FPGAs.,ISCAS,ISCAS
Data Sharing Analysis for a Database Programming Lanaguage via Abstract Interpretation.,VLDB,VLDB
Ranking the web frontier.,WWW,WWW
Incremental Bloom Filters.,INFOCOM,VLDB
A Fully Programmable Analog Window Comparator.,ISCAS,ISCAS
Answering order-based queries over XML data.,WWW,VLDB
Stochastic Ordering for Internet Congestion Control and its Applications.,INFOCOM,INFOCOM
Deployment optimization of sensornet-based stochastic location-detection systems.,INFOCOM,INFOCOM
High level spectral-based analysis of power consumption in DSPs systems.,ISCAS,ISCAS
Development of a Multimedia Information System for an Office Environment.,VLDB,WWW
Towards intent-driven bidterm suggestion.,WWW,WWW
1.5-V 900-&micro;W 40-dB CMOS variable gain amplifier.,ISCAS,ISCAS
Scheduling data collection with dynamic traffic patterns in wireless sensor networks.,INFOCOM,INFOCOM
Leo: a system for cost effective 3D shaded graphics.,SIGGRAPH,SIGGRAPH
Sonic: night of the werehog.,SIGGRAPH,SIGGRAPH
Behavioral macromodeling of analog LSI implementation for automobile intake system.,ISCAS,ISCAS
Limit Cycle Control and Its Application to the Animation of Balancing and Walking.,SIGGRAPH,SIGGRAPH
Special habitation.,SIGGRAPH,No Conference Classifiable
Maximizing lifetime for the shortest path aggregation tree in wireless sensor networks.,INFOCOM,INFOCOM
Robust web content extraction.,WWW,WWW
Fighting Spam with the NeighborhoodWatch DHT.,INFOCOM,INFOCOM
Repeating History Beyond ARIES.,VLDB,VLDB
Understanding user's query intent with wikipedia.,WWW,WWW
The SphereSearch Engine for Unified Ranked Retrieval of Heterogeneous XML and Web Documents.,VLDB,SIGGRAPH
Error-bounded antialiased rendering of complex environments.,SIGGRAPH,SIGGRAPH
Agnostic topology-based spam avoidance in large-scale web crawls.,INFOCOM,INFOCOM
A New Output-Sensitive Algorithm to Detect and Resolve Conflicts in Internet Router Tables.,INFOCOM,INFOCOM
"Composable, Scalable, and Accurate Weight Summarization of Unaggregated Data Sets.",VLDB,VLDB
Dishes.,SIGGRAPH,No Conference Classifiable
Argument Reduction by Factoring.,VLDB,No Conference Classifiable
Threshold Key-Establishment in Distributed Sensor Networks Using a Multivariate Scheme.,INFOCOM,INFOCOM
An axon emulator for evaluation of nerve recording systems.,ISCAS,ISCAS
RoadRunner: Towards Automatic Data Extraction from Large Web Sites.,VLDB,WWW
A novel method to detect bad data injection attack in smart grid.,INFOCOM,INFOCOM
Log-likelihood ratio algorithm for rate compatible modulation.,ISCAS,ISCAS
The Impact of New Technologies on the Architecture of Secondary Storage and Large Data Bases.,VLDB,VLDB
Cross-Layer Survivability in WDM-Based Networks.,INFOCOM,INFOCOM
ATLAS: An adaptively formed hierarchical cell library based analog synthesis framework.,ISCAS,ISCAS
Towards second and third generation web-based multimedia.,WWW,WWW
New Recursive Adaptive Beamforming Algorithms for Uniform Concentric Spherical Arrays with Frequency Invariant Characteristics.,ISCAS,ISCAS
A Routing Scheme for Content-Based Networking.,INFOCOM,INFOCOM
A codesign synthesis from an MPEG-4 decoder dataflow description.,ISCAS,VLDB
Direct control on modulation spectrum for noise-robust speech recognition and spectral subtraction.,ISCAS,ISCAS
Amplitude modulation based on time-varying forced function of second-order oscillator circuit.,ISCAS,ISCAS
EagleTree: Exploring the Design Space of SSD-Based Algorithms.,VLDB,VLDB
Towards practical genre classification of web documents.,WWW,WWW
Office voodoo: a real-time editing engine for an algorithmic sitcom.,SIGGRAPH,SIGGRAPH
A Relational Database View Update Translation Mechanism.,VLDB,VLDB
Design of process variation tolerant radio frequency low noise amplifier.,ISCAS,ISCAS
"Can we get there from here? Current challenges in cloth design, modeling and animation (panel).",SIGGRAPH,SIGGRAPH
MDVA: A Distance-Vector Multipath Routing Protocol.,INFOCOM,ISCAS
Chaotic Maps as Parsimonious Bit Error Models of Wireless Channels.,INFOCOM,ISCAS
Variability-Aware Synthesis for Wideband Low Noise Amplifiers.,ISCAS,ISCAS
A measurement study of Internet bottlenecks.,INFOCOM,INFOCOM
A novel LNA-mixer design with on-chip balun.,ISCAS,ISCAS
Modeling relationship strength in online social networks.,WWW,WWW
KAGEO.,SIGGRAPH,SIGGRAPH
On Graph Query Optimization in Large Networks.,VLDB,VLDB
Senbazuru: A Prototype Spreadsheet Database Management System.,VLDB,VLDB
Runtime implementation of modular radiance transfer.,SIGGRAPH,SIGGRAPH
A delay generation technique for fast-locking frequency synthesizers.,ISCAS,ISCAS
Efficient Data Transfer Techniques and VLSI architecture for DWT-Block Coder Integration of JPEG2000 Encoder.,ISCAS,ISCAS
Shadow Prices vs. Vickrey Prices in Multipath Routing.,INFOCOM,INFOCOM
On-the-fly Progress Detection in Iterative Stream Queries.,VLDB,VLDB
Algorithms and the artist (panel session).,SIGGRAPH,SIGGRAPH
Sheaf on sheet: a concept of tangible interface for browsing on a flexible e-paper.,SIGGRAPH,SIGGRAPH
Can the Elephants Handle the NoSQL Onslaught?,VLDB,VLDB
Iterative Training Of Dynamic Skills Inspired By Human Coaching Techniques,SIGGRAPH,SIGGRAPH
A Markov chain model for coarse timescale channel variation in an 802.16e wireless network.,INFOCOM,INFOCOM
A &#916;&#931; ADC for low power sensor applications.,ISCAS,ISCAS
TP-CRAHN: a Transport Protocol for Cognitive Radio Ad-Hoc Networks.,INFOCOM,INFOCOM
Extended free-form deformation: a sculpturing tool for 3D geometric modeling.,SIGGRAPH,SIGGRAPH
A Tractable and Accurate Cross-Layer Model for Multi-Hop MIMO Networks.,INFOCOM,ISCAS
Packet Pacing in Short Buffer Optical Packet Switched Networks.,INFOCOM,INFOCOM
3D facial animation from high speed video.,SIGGRAPH,SIGGRAPH
Synchronization of multihop ad hoc networks using connected dominating sets.,ISCAS,INFOCOM
"Distributed rate allocation for inelastic flows: optimization frameworks, optimality conditions, and optimal algorithms.",INFOCOM,VLDB
"3D graphics through the Internet - a ""shoot-out"" (panel session).",SIGGRAPH,SIGGRAPH
Programmable voltage-to-current converter with linear voltage control resistor.,ISCAS,ISCAS
A novel method to count the red blood cells in thin blood films.,ISCAS,ISCAS
Interactive Multiresolution Surface Viewing.,SIGGRAPH,SIGGRAPH
Entire topography of lunar surface.,SIGGRAPH,WWW
Letter from the VLDB2011 General PC Co-Chair.,VLDB,VLDB
D-Scan: Enabling Fast and Smooth Handoffs in AP-Dense 802.11 Wireless Networks.,INFOCOM,INFOCOM
Light field copy machine.,SIGGRAPH,SIGGRAPH
Data Structures for an Integrated Data Base Management and Information Retrieval System.,VLDB,VLDB
Factorizing personalized Markov chains for next-basket recommendation.,WWW,WWW
High Efficiency Architecture of ESCOT with Word-Level Pass Concurrent Context Modeling Scheme for SVC.,ISCAS,ISCAS
Movement-Assisted Sensor Deployment.,INFOCOM,INFOCOM
Achieving High Output Quality under Limited Resources through Structure-based Spilling in XML Streams.,VLDB,VLDB
Challenges and Experience in Prototyping a Multi-Modal Stream Analytic and Monitoring Application on System S.,VLDB,WWW
Impacts of NBTI and PBTI on Power-gated SRAM with High-k Metal-gate Devices.,ISCAS,ISCAS
Xplus: A SQL-Tuning-Aware Query Optimizer.,VLDB,VLDB
Ad-Hoc Localization Using Ranging and Sectoring.,INFOCOM,INFOCOM
Quotient Cube: How to Summarize the Semantics of a Data Cube.,VLDB,VLDB
Bit-depth expansion by adaptive filter.,ISCAS,SIGGRAPH
Document Classification using Nonnegative Matrix Factorization and Underapproximation.,ISCAS,VLDB
Green-i: an interactive reusable brochure paper for eco-touring.,SIGGRAPH,SIGGRAPH
Thumbs-up: a game for playing to rank search results.,WWW,WWW
Automated interior design from A to Z.,SIGGRAPH,SIGGRAPH
State-Dependent Proportional Fair Scheduling Algorithms for Wireless Forward Link Data Services.,INFOCOM,INFOCOM
A Parallel Architecture for Hermitian Decoders: Satisfying Resource and Throughput Constraints.,ISCAS,ISCAS
A hexagonal Field Programmable Analog Array consisting of 55 digitally tunable OTAs.,ISCAS,ISCAS
Extracting news-related queries from web query log.,WWW,WWW
Parametric Query Optimization for Linear and Piecewise Linear Cost Functions.,VLDB,VLDB
The VolumePro Real-Time Ray-Casting System.,SIGGRAPH,SIGGRAPH
Cross-Layer Quality of Service Support for UWB Wireless Multimedia Sensor Networks.,INFOCOM,INFOCOM
A privacy-preserving social-assisted mobile content dissemination scheme in DTNs.,INFOCOM,INFOCOM
Operation of class DE amplifier outside optimum condition.,ISCAS,ISCAS
Higher order convergent algorithms with applications to polynomials and matrices.,ISCAS,ISCAS
VBS: Maximum Lifetime Sleep Scheduling for Wireless Sensor Networks Using Virtual Backbones.,INFOCOM,INFOCOM
A 372 ps 64-bit adder using fast pull-up logic in 0.18&micro;m CMOS.,ISCAS,ISCAS
On the efficiency of collaborative caching in ISP-aware P2P networks.,INFOCOM,WWW
Fully automatic wrapper generation for search engines.,WWW,WWW
Computer-generated pen-and-ink illustration of trees.,SIGGRAPH,SIGGRAPH
Voltage-mode quaternary FPGAs: An evaluation of interconnections.,ISCAS,ISCAS
"Direct, spatial, and dexterous interaction with see-through 3D desktop.",SIGGRAPH,SIGGRAPH
netBody.,SIGGRAPH,SIGGRAPH
"Towards a transparent, flexible, scalable, and disposable image sensor.",SIGGRAPH,SIGGRAPH
SQLB: A Query Allocation Framework for Autonomous Consumers and Providers.,VLDB,VLDB
Browsing fatigue in handhelds: semantic bookmarking spells relief.,WWW,WWW
Architectural Issues in Distributed Data Base Systems.,VLDB,VLDB
Evaluating a new approach to strong web cache consistency with snapshots of collected content.,WWW,VLDB
Toward a Design Methodology for DBMS: A Software Engineering Approach.,VLDB,VLDB
File diffusion in a dynamic peer-to-peer network.,WWW,INFOCOM
Web video topic discovery and tracking via bipartite graph reinforcement model.,WWW,WWW
Standardization and the Relational Approach to Databases: An ANSI Task Group Status Report.,VLDB,VLDB
Impact of a sleep schedule on the AODV convergence time in WSNs.,INFOCOM,INFOCOM
Harnessing Internet topological stability in Thorup-Zwick compact routing.,INFOCOM,INFOCOM
Dynamic Control of Coding in Delay Tolerant Networks.,INFOCOM,INFOCOM
A micropower comparator for high power-efficiency hearing aid class D amplifiers.,ISCAS,ISCAS
High-performance spatial indexing for location-based services.,WWW,VLDB
The Buddy-Tree: An Efficient and Robust Access Method for Spatial Data Base Systems.,VLDB,VLDB
On the Wavelength Assignment Problem in Multifiber WDM Star and Ring Networks.,INFOCOM,ISCAS
A new algorithm for compressive sensing based on total-variation norm.,ISCAS,VLDB
Talisman: Commodity Realtime 3D Graphics for the PC.,SIGGRAPH,SIGGRAPH
"14-bit DR, 20 kHz BW, 2-2 MASH SI-&#931; modulator using low-distortion feedforward topology.",ISCAS,ISCAS
Device Neutral Pipelined Processing of XML Documents.,WWW,VLDB
The squash-and-stretch filter for character animation.,SIGGRAPH,SIGGRAPH
Compass tilt compensation algorithm using CORDIC.,ISCAS,ISCAS
A Low Power Current Reused Quadrature VCO for Biomedical Applications.,ISCAS,ISCAS
Smoothing the energy consumption: Peak demand reduction in smart grid.,INFOCOM,INFOCOM
Extracting key terms from noisy and multitheme documents.,WWW,WWW
A Multimedia Office Filing System.,VLDB,VLDB
Improving energy efficiency of functional units by exploiting their data-dependent latency.,ISCAS,ISCAS
Flexible Database Generators.,VLDB,VLDB
Dimensioning an OBS Switch with Partial Wavelength Conversion and Fiber Delay Lines via a Mean Field Model.,INFOCOM,INFOCOM
Item-based collaborative filtering recommendation algorithms.,WWW,VLDB
On superposition of heterogeneous edge processes in dynamic random graphs.,INFOCOM,INFOCOM
A Semantic Model for Data Base Protection Languages.,VLDB,VLDB
Deformable curve and surface finite-elements for free-form shape design.,SIGGRAPH,SIGGRAPH
View Invalidation for Dynamic Content Caching in Multitiered Architectures.,VLDB,WWW
Localized minimum-energy broadcasting in ad-hoc networks.,INFOCOM,INFOCOM
Probabilistic End-to-End Delay Bounds for Earliest Deadline First Scheduling.,INFOCOM,INFOCOM
Optimizing Queries on Compressed Bitmaps.,VLDB,VLDB
"Randomizing, A Practical Method for Protecting Statistical Databases Against Compromise.",VLDB,INFOCOM
A 65nm 10GHz pipelined MAC structure.,ISCAS,ISCAS
Measurement-Based Multipath Multicast.,INFOCOM,INFOCOM
Demand-driven Service Differentiation in Cluster-based Network Servers.,INFOCOM,ISCAS
Towards omnidirectional passive human detection.,INFOCOM,SIGGRAPH
Digital Filter Design Optimization using Partial Cost Functions.,ISCAS,ISCAS
Rank aggregation methods for the Web.,WWW,WWW
Broadband capacitive sensor CMOS interface circuit for dielectric spectroscopy.,ISCAS,ISCAS
High-speed differential resistor ladder for A/D converters.,ISCAS,ISCAS
A generic framework for throughput-optimal control in MR-MC wireless networks.,INFOCOM,INFOCOM
Overhearing-aware Joint Routing and Rate Selection in Multi-hop Multi-rate UWB-based WPANs.,INFOCOM,ISCAS
Algorithmic Solution to Second-order Fluid Flow.,INFOCOM,SIGGRAPH
Simulating massive dust in <i>Megamind</i>.,SIGGRAPH,SIGGRAPH
Upgrading relational legacy data to the semantic web.,WWW,WWW
Segmenting specific object based on logo detection.,ISCAS,SIGGRAPH
Modeling and verification of high-speed wired links with Verilog-AMS.,ISCAS,ISCAS
Fast global motion estimation based on iteration least-square estimation with sustained symmetrical structure.,ISCAS,SIGGRAPH
Low-power and low-latency cluster topology for local traffic NoCs.,ISCAS,ISCAS
Understanding Web Searching &amp; Navigation Patterns.,WWW,WWW
GraphDB: Modeling and Querying Graphs in Databases.,VLDB,VLDB
Data dissemination bounds in people-centric systems.,INFOCOM,INFOCOM
Fast low power translation lookaside buffers using hierarchical NAND match lines.,ISCAS,ISCAS
Scalable Progressive Analytics on Big Data in the Cloud.,VLDB,VLDB
Purely URL-based topic classification.,WWW,WWW
HyperANF: approximating the neighbourhood function of very large graphs on a budget.,WWW,WWW
The use of XML to express a historical knowledge base.,WWW,VLDB
Improving understanding of website privacy policies with fine-grained policy anchors.,WWW,WWW
Dependency isolation for thread-based multi-tier Internet services.,INFOCOM,INFOCOM
A comparison of case-based reasoning approaches.,WWW,VLDB
Engineering Semantic Web Information Systems in Hera.,WWW,VLDB
Main-Memory Operation Buffering for Efficient R-Tree Update.,VLDB,VLDB
A New High-Speed Class-AB Current-Mode Circuit.,ISCAS,ISCAS
"Design, implementation, and evaluation of a client characterization driven web server.",WWW,WWW
Experiences of Technology Enhanced Learning: What Went Wrong?,WWW,WWW
A survey of public web services.,WWW,WWW
Understanding Sub-stream Scheduling in P2P Hybrid Live Streaming Systems.,INFOCOM,INFOCOM
Threshold selection for web-page classification with highly skewed class distribution.,WWW,WWW
Modelling Non Deterministic Queries and Updates in Deductive Databases.,VLDB,VLDB
Proportionate affine projection algorithms from a basis pursuit perspective.,ISCAS,ISCAS
Design galleries: a general approach to setting parameters for computer graphics and animation.,SIGGRAPH,SIGGRAPH
Video noise reduction in the wavelet domain using temporal decorrelation and adaptive thresholding.,ISCAS,SIGGRAPH
How to split a flow?,INFOCOM,INFOCOM
Reliable Routing with QoS Guarantees for Multi-Domain IP/MPLS Networks.,INFOCOM,INFOCOM
Static and Dynamic Analysis of the Internet's Susceptibility to Faults and Attacks.,INFOCOM,INFOCOM
Certified Electronic Mail Protocol Resistant to a Minority of Malicious Third Parties.,INFOCOM,INFOCOM
An Efficient Identification Algorithm for FIR Filtering with Noisy Data.,ISCAS,ISCAS
"Low-cost, low-power and high-throughput BCH decoder for NAND Flash Memory.",ISCAS,ISCAS
Information propagation speed in bidirectional vehicular delay tolerant networks.,INFOCOM,INFOCOM
Milgram-routing in social networks.,WWW,INFOCOM
Subdivision Schemes for Fluid Flow.,SIGGRAPH,SIGGRAPH
Efficiently Compiling Efficient Query Plans for Modern Hardware.,VLDB,VLDB
RDCM: Reliable data center multicast.,INFOCOM,INFOCOM
Dehazing using Color-Lines,SIGGRAPH,SIGGRAPH
On the scaling laws of Multi-modal Wireless Sensor Networks.,INFOCOM,INFOCOM
Flexible Query Processor on FPGAs.,VLDB,VLDB
On the Age of Pseudonyms in Mobile Ad Hoc Networks.,INFOCOM,INFOCOM
A statistical approach for target counting in sensor-based surveillance systems.,INFOCOM,INFOCOM
Adaptive projected subgradient method and its applications to robust signal processing.,ISCAS,VLDB
True 3D display.,SIGGRAPH,SIGGRAPH
Minimizing data collection latency in wireless sensor network with multiple mobile elements.,INFOCOM,INFOCOM
A framework for fast design space exploration using fuzzy search for VLSI computing Architectures.,ISCAS,ISCAS
Computing semantic relatedness from human navigational paths on Wikipedia.,WWW,WWW
Letter from the VLDB 2011 Proceedings Chair.,VLDB,VLDB
An area-efficient shuffling scheme for AES implementation on FPGA.,ISCAS,ISCAS
CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications.,VLDB,VLDB
Keyframe control of cumulus cloud simulation.,SIGGRAPH,SIGGRAPH
Safe Referential Structures in Relational Databases.,VLDB,VLDB
A novel analytical model for electronic and optical switches with shared buffer.,INFOCOM,ISCAS
The language observatory project (LOP).,WWW,INFOCOM
On automated composition for web services.,WWW,WWW
A Data Modeling Approach to Simplify the Design of User Interfaces.,VLDB,VLDB
A motion compensation system with a high efficiency reference frame pre-fetch scheme for QFHD H.264/AVC decoding.,ISCAS,ISCAS
Effective animation of sign language with prosodic elements for annotation of digital educational content.,SIGGRAPH,SIGGRAPH
Toward P2P-based multimedia sharing in user generated contents.,INFOCOM,WWW
Live 3D video in soccer stadium.,SIGGRAPH,SIGGRAPH
Double-sampled cascaded sigma-delta modulator topologies for low oversampling ratios.,ISCAS,ISCAS
Point-Casting Service in Wireless Networks.,INFOCOM,INFOCOM
Impact of battery degradation on optimal management policies of harvesting-based wireless sensor devices.,INFOCOM,INFOCOM
An adaptive bandwidth reduction scheme for video coding.,ISCAS,SIGGRAPH
Hardware-efficient parallel FIR digital filter structures for symmetric convolutions.,ISCAS,ISCAS
Location Discovery Using Data-Driven Statistical Error Modeling.,INFOCOM,INFOCOM
Evaluating Mobility Pattern Space Routing for DTNs.,INFOCOM,INFOCOM
